Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777589060,50,,Aggregated,5.400000,0.000000,7800,11000,11000,12000,14000,14000,31000,43000,61000,61000,61000,711,0,7800.0,9449.874429535932,422.2756000017398,60756.55280000501,66.41631504922644
1777589061,50,,Aggregated,5.400000,0.000000,7800,11000,11000,12000,14000,14000,31000,43000,61000,61000,61000,711,0,7800.0,9449.874429535932,422.2756000017398,60756.55280000501,66.41631504922644
1777589062,50,,Aggregated,5.400000,0.000000,7800,11000,11000,12000,14000,14000,31000,43000,61000,61000,61000,711,0,7800.0,9449.874429535932,422.2756000017398,60756.55280000501,66.41631504922644
1777589063,50,,Aggregated,4.800000,0.000000,7900,11000,11000,12000,14000,14000,31000,43000,61000,61000,61000,727,0,7900.0,9420.710652819867,422.2756000017398,60756.55280000501,66.42778541953233
1777589064,50,,Aggregated,6.100000,0.000000,7900,10000,11000,12000,13000,14000,31000,43000,61000,61000,61000,737,0,7900.0,9405.316118995992,422.2756000017398,60756.55280000501,66.45590230664858
1777589065,50,,Aggregated,6.100000,0.000000,7900,10000,11000,12000,13000,14000,31000,43000,61000,61000,61000,737,0,7900.0,9405.316118995992,422.2756000017398,60756.55280000501,66.45590230664858
1777589066,50,,Aggregated,6.100000,0.000000,7900,10000,11000,12000,13000,14000,31000,43000,61000,61000,61000,737,0,7900.0,9405.316118995992,422.2756000017398,60756.55280000501,66.45590230664858
1777589067,50,,Aggregated,6.000000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,751,0,7800.0,9383.056098801659,422.2756000017398,60756.55280000501,66.41145139813582
1777589068,50,,Aggregated,6.000000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,751,0,7800.0,9383.056098801659,422.2756000017398,60756.55280000501,66.41145139813582
1777589069,50,,Aggregated,6.000000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,751,0,7800.0,9383.056098801659,422.2756000017398,60756.55280000501,66.41145139813582
1777589070,50,,Aggregated,5.000000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,764,0,7800.0,9382.196945942476,422.2756000017398,60756.55280000501,66.40575916230367
1777589071,50,,Aggregated,5.300000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,769,0,7800.0,9377.917335110607,422.2756000017398,60756.55280000501,66.39791937581275
1777589072,50,,Aggregated,5.300000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,769,0,7800.0,9377.917335110607,422.2756000017398,60756.55280000501,66.39791937581275
1777589073,50,,Aggregated,5.300000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,769,0,7800.0,9377.917335110607,422.2756000017398,60756.55280000501,66.39791937581275
1777589074,50,,Aggregated,5.800000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,782,0,7800.0,9366.1620324809,422.2756000017398,60756.55280000501,66.37595907928389
1777589075,50,,Aggregated,5.800000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,782,0,7800.0,9366.1620324809,422.2756000017398,60756.55280000501,66.37595907928389
1777589076,50,,Aggregated,5.800000,0.000000,7800,10000,11000,12000,13000,14000,30000,43000,61000,61000,61000,782,0,7800.0,9366.1620324809,422.2756000017398,60756.55280000501,66.37595907928389
1777589077,50,,Aggregated,4.500000,0.000000,7800,11000,11000,12000,13000,14000,30000,43000,61000,61000,61000,797,0,7800.0,9385.851088707732,422.2756000017398,60756.55280000501,66.38268506900879
1777589078,50,,Aggregated,4.500000,0.000000,7900,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,808,0,7800.0,9407.048113490193,422.2756000017398,60756.55280000501,66.41584158415841
1777589079,50,,Aggregated,4.500000,0.000000,7900,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,808,0,7800.0,9407.048113490193,422.2756000017398,60756.55280000501,66.41584158415841
1777589080,50,,Aggregated,4.500000,0.000000,7900,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,808,0,7800.0,9407.048113490193,422.2756000017398,60756.55280000501,66.41584158415841
1777589081,50,,Aggregated,4.600000,0.000000,7900,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,822,0,7800.0,9402.347321897894,422.2756000017398,60756.55280000501,66.41605839416059
1777589082,50,,Aggregated,4.600000,0.000000,7900,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,822,0,7800.0,9402.347321897894,422.2756000017398,60756.55280000501,66.41605839416059
1777589083,50,,Aggregated,5.800000,0.000000,7800,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,832,0,7800.0,9380.319832211615,422.2756000017398,60756.55280000501,66.375
1777589084,50,,Aggregated,5.800000,0.000000,7800,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,832,0,7800.0,9380.319832211615,422.2756000017398,60756.55280000501,66.375
1777589085,50,,Aggregated,5.300000,0.000000,7800,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,834,0,7800.0,9390.625706834599,422.2756000017398,60756.55280000501,66.38729016786571
1777589086,50,,Aggregated,5.300000,0.000000,7800,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,839,0,7800.0,9378.392212157396,422.2756000017398,60756.55280000501,66.35399284862932
1777589087,50,,Aggregated,5.300000,0.000000,7800,11000,11000,12000,14000,14000,28000,41000,61000,61000,61000,839,0,7800.0,9378.392212157396,422.2756000017398,60756.55280000501,66.35399284862932
1777589088,50,,Aggregated,5.700000,0.000000,7800,11000,12000,12000,14000,14000,27000,41000,61000,61000,61000,856,0,7800.0,9397.754756308477,422.2756000017398,60756.55280000501,66.38901869158879
1777589089,50,,Aggregated,5.700000,0.000000,7800,11000,12000,12000,14000,14000,27000,41000,61000,61000,61000,856,0,7800.0,9397.754756308477,422.2756000017398,60756.55280000501,66.38901869158879
1777589090,50,,Aggregated,5.300000,0.000000,7800,11000,12000,12000,14000,14000,27000,41000,61000,61000,61000,865,0,7800.0,9397.48149618504,422.2756000017398,60756.55280000501,66.39537572254335
1777589091,50,,Aggregated,4.800000,0.000000,7900,11000,12000,12000,14000,14000,27000,41000,61000,61000,61000,869,0,7900.0,9410.289717031128,422.2756000017398,60756.55280000501,66.42117376294591
1777589092,50,,Aggregated,4.800000,0.000000,7800,11000,12000,12000,13000,14000,27000,41000,61000,61000,61000,873,0,7800.0,9393.577686139812,422.2756000017398,60756.55280000501,66.39633447880871
